id,title,description,level,duration,category,certificate_type,image_url,url
zDub1RTVEeueYA64LqU_IQ,Introduction to Korean Philosophy and Culture,"This course will give you the cultural and historical background to begin your journey into Korean philosophy, and there is no prerequisite knowledge on philosophy required. Anybody who either has an interest in Korean culture, maybe through K-Dramas or K-pop, or an interest in philosophy from a cross-cultural perspective, are all welcome.

Despite the growing interest in Korean culture, there are few courses which explore the fascinating topic of Korean philosophy. On this course, you’ll be introduced to concepts in Korean philosophy through an exploration of the Korean language, culture and perspective.
The Korean cultural, social, and political environment has informed and transformed the intellectual assets of China and the West. You’ll explore the creative tensions that Koreans have experienced, and broaden your worldview as you discover a new philosophical approach.",BEGINNER,"4 weeks of study, 2-3 hours/week",Philosophy,"VerifiedCert, Specialization",,https://www.coursera.org/learn/introduction-to-korean-philosophy-and-culture
Ze8u8WDgEfC0aBLgb0yDNQ,Linux Foundation Certified System Administrator (LFCS): Unit 6,"This course provides a comprehensive exploration of Linux storage management, covering essential topics such as partition management, file systems, logical volume management (LVM), and data backup strategies. Begin by understanding the intricacies of MBR and GPT partitioning systems, and learn to create and manage partitions effectively. Progress to mastering file systems like Ext4 and XFS, and learn to mount them using advanced techniques. Delve into the flexibility of LVM, gaining skills in creating and resizing logical volumes. Finally, secure your data with robust backup strategies using tools like tar, rsync, and dd. With hands-on labs and real-world scenarios, this course ensures you acquire practical skills and confidence to manage Linux storage systems efficiently.",INTERMEDIATE,2 hours 32 minutes,Support And Operations,"VerifiedCert, Specialization",,https://www.coursera.org/learn/pearson-linux-foundation-certified-system-administrator-lfcs-complete-vide-caxci
QnRU3CWKEfChkRLiydouaQ,"Information System Auditing, Governance and Management","Information System Auditing, Governance, and Management is the first course of Exam Prep: Certified Information Systems Auditor (CISA) Specialization. The course also explores enterprise governance frameworks, IT policies and standards, quality management practices, and enterprise architecture. Additionally, it covers IT resource management and regulatory compliance, providing a comprehensive foundation for professionals involved in IT audit, risk, and governance roles. 
The course is divided into three modules, and Lessons and Video Lectures further segment each module. This course facilitates learners with approximately 2:00-2:30 Hours of Video lectures that provide both Theory and Hands-On knowledge. Also, Graded and Ungraded Quizzes are provided with every module to test the ability of learners. 
- Module 1: Information System Auditing Process
- Module 2: Execution
- Module 3: Governance and Management of IT

This course is designed for IT auditors, audit managers, security professionals, and consultants. Their current job roles often involve assessing IT and business systems, managing risks, ensuring compliance, and implementing controls. 

By the end of the course, learners will be able to:
- Evaluate & Test IT Controls Effectively.
- Utilize Key Audit Evidence & Analytics.
- Understand IT Governance & Compliance.",INTERMEDIATE,"2 weeks of study, 2 hours/week",Computer Security And Networks,"VerifiedCert, Specialization",,https://www.coursera.org/learn/information-system-auditing-governance-and-management
5hRQhN9AEeWsvwp02yXW0Q,Molecular Evolution (Bioinformatics IV),"In the previous course in the Specialization, we learned how to compare genes, proteins, and genomes.  One way we can use these methods is in order to construct a ""Tree of Life"" showing how a large collection of related organisms have evolved over time.

In the first half of the course, we will discuss approaches for evolutionary tree construction that have been the subject of some of the most cited scientific papers of all time, and show how they can resolve quandaries from finding the origin of a deadly virus to locating the birthplace of modern humans.

In the second half of the course, we will shift gears and examine the old claim that birds evolved from dinosaurs.  How can we prove this?  In particular, we will examine a result that claimed that peptides harvested from a T. rex fossil closely matched peptides found in chickens. In particular, we will use methods from computational proteomics to ask how we could assess whether this result is valid or due to some form of contamination.

Finally, you will learn how to apply popular bioinformatics software tools to reconstruct an evolutionary tree of ebolaviruses and identify the source of the recent Ebola epidemic that caused global headlines.",INTERMEDIATE,,Health Informatics,"VerifiedCert, Specialization",,https://www.coursera.org/learn/molecular-evolution
OHIER565EfCwTRI-ULT-KQ,Unreal Engine 5 for Games - Physics,"This course features Coursera Coach! A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.

Unreal Engine 5 is one of the most powerful game development tools available today. This course offers a comprehensive guide to mastering Unreal Engine's physics system, providing you with the skills to create realistic, dynamic game environments. Throughout this course, you will learn how to simulate physical interactions, handle object collisions, and manipulate forces and materials for a more immersive gaming experience.

The course starts with foundational physics principles in Unreal Engine 5, such as physics bodies, vectors, and collision volumes. As you progress, you'll explore more advanced topics like destruction physics, cloth simulation, and cable dynamics. Practical applications will guide you through creating interactive gameplay elements, and by the end of the course, you'll be able to apply your knowledge in real-world game development projects.

This course is ideal for aspiring game developers, particularly those with an interest in the technical aspects of Unreal Engine. No prior experience with physics engines is required, although familiarity with game development basics will be helpful. The course has an intermediate difficulty level, so it is perfect for learners with some foundational knowledge of game development who are ready to dive deeper into physics simulations.

By the end of the course, you will be able to simulate realistic physics interactions in Unreal Engine 5, create dynamic environments with forces and materials, design destructible objects, and implement advanced simulation systems such as cloth physics and cable dynamics.",INTERMEDIATE,,Software Development,VerifiedCert,,https://www.coursera.org/learn/packt-unreal-engine-5-for-games-physics-gvj3x
D65_SZLUEe6XHw4RqGpeoQ, Applied Sustainability Engineering,"Applied Sustainability Engineering, the second course in the ""Applied Sustainability for Technical Managers"" specialization discusses the techniques used by engineers and scientists to develop and assess the environmental impact of products and processes required to make those products. It begins with a discussion of different renewable energy technologies and their economics – highlighting how continued reductions in cost have made wind and solar power the least expensive way to generate electricity. It then addresses carbon footprints and how they are determined, applying a practical example where you determine your residential and transportation carbon footprints. From there, the course transitions to defining sustainable and circular products and packaging and showcasing several examples. As Technical Managers, you’ll need metrics for determining whether a product is truly sustainable, so the course introduces techniques such as Life Cycle Assessment (LCA), Streamlined LCA (S-LCA), and the Eco-Audit methodologies. The course concludes with an overview of sustainable product design frameworks, including Cradle-to-Cradle, Design for the Circular Economy, and Biomimicry, just to name a few.

This course is very practical, introducing you to several areas critical to managing and learning about sustainability initiatives, from assessing the environmental and social impacts of a product or process, to designing more sustainable and circular products. If you want to work towards having a positive impact on the planet and on society, then this course is for you!

This course was developed in collaboration with Siemens Digital Industries Software and is part of the ""Design for the Circular Economy"" collection. Learners who complete and pass the course can receive an industry-recognized digital badge. 

The “Design for the Circular Economy” microcredential and graduate certificate are developed around the educational goals of providing technical, business, and leadership knowledge and skills that inspire the transformation towards a more circular economy. This includes gaining technical knowledge to apply circular economy principles in product design, minimizing waste and maximizing impact; developing business acumen to implement innovative circular economic models that prioritize sustainability and resilience; and acquiring leadership strategies to communicate effectively and inspire change within an organization. 

This course can be taken for academic credit as part of CU Boulder’s Master of Engineering in Engineering Management (ME-EM) degree offered on the Coursera platform. The ME-EM is designed to help engineers, scientists, and technical professionals move into leadership and management roles in the engineering and technical sectors. With performance-based admissions and no application process, the ME-EM is ideal for individuals with a broad range of undergraduate education and/or professional experience. Learn more about the ME-EM program at https://www.coursera.org/degrees/me-engineering-management-boulder.",INTERMEDIATE,"6-10 hours per week, the entire course can be completed in 5-6 weeks",Environmental Science And Sustainability,"VerifiedCert, Specialization",,https://www.coursera.org/learn/applied-sustainability-engineering
NSJFT9yKEe6V5xI34US_kw,Getting Started with Amazon DocumentDB (with MongoDB compatibility),"Using the document database service Amazon DocumentDB (with MongoDB compatibility), you can store and scale JavaScript Object Notation (JSON) workloads. You don't need to worry about running cluster management software, configuring backups, or monitoring production workloads. You can also migrate self-managed MongoDB-compatible databases to Amazon DocumentDB because it is fully managed.

In this course, you will learn about the benefits and technical concepts of Amazon DocumentDB. If you are new to the service, you will learn how to start using Amazon DocumentDB through a demonstration of the AWS Management Console and AWS Command Line Interface (AWS CLI). You will learn about the native architecture and how the built-in features help scale and manage your document database workload. The course covers how Amazon DocumentDB fits into a larger cloud-based architecture and typical use cases that are a good fit when building solutions.",BEGINNER,,Data Management,Standard Course Certificate,,https://www.coursera.org/learn/aws-getting-started-with-amazon-documentdb-with-mongodb-compatibility
uYiyP_X1Ee6b_Ar_9IRNEQ,How to Write Emails and Engage Professors,"This course is designed to help you take the next step in your academic journey by mastering two critical skills: professional communication and strategic planning for research involvement. You’ll begin by learning how to write clear, respectful, and persuasive emails that encourage timely responses—an essential skill for connecting with professors and securing opportunities. Next, you’ll explore strategies for resilience and problem-solving when facing challenges such as unanswered messages or rejection. Finally, you’ll move from preparation to action by creating a personalized research plan, identifying your resources, and setting a realistic timeline to stay motivated. By the end of this course, you’ll have the confidence and tools to communicate effectively and turn your research goals into reality.",INTERMEDIATE,"3 modules of study, 2-3 hours/module",Personal Development,"VerifiedCert, Specialization",,https://www.coursera.org/learn/how-to-write-emails-and-engage-professors
VxrMTYS7EfCp-hKD3w1ByQ,Introduction to AI for marketing professionals,"Welcome to the “Introduction to AI for marketing professionals” — a unique, hands-on course designed to help you build foundational AI and Generative AI literacy. In this course, you’ll discover how Generative AI is transforming the marketing profession, explore key risks and best practices, while experimenting with powerful AI tools in interactive, marketing-focused applications.

By the end of this course, you will be able to: 
- Understand the fundamentals of AI and its potential opportunities in marketing
- Explore and recognize risks and limitations associated with AI and how to address them  
- Practice with different AI tools to get hands-on experience  
- Get started with essential prompting techniques for using different Generative AI models
- Discover and try out various marketing-specific use cases and AI technologies, explore the ways to integrate them into daily job routines 
- Participate in a project to generate a marketing-specific AI use case idea with an interest in programming.
- Prepare for the next phase of your AI journey, progressing from foundational to advanced applications 

Welcome to the unique “Introduction to AI for marketing professionals” course. Just start your AI journey and discover all the fascinating opportunities opened up for you by Artificial Intelligence.",BEGINNER,,Business Strategy,"VerifiedCert, Specialization",,https://www.coursera.org/learn/introduction-to-ai-for-marketing-professionals
2gSeWoAbEeu22Qr64xhNcQ,Advertise and grow your business on Facebook with Canva,"By the end of this project, you will know how to use Canva to promote and advertise your business on Facebook. You will learn how to create a Facebook Ad, a Facebook Post and a Facebook Cover with the help of Canva. We will use templates, and create designs from scratch.

You will be able to incorporate a color scheme, images, and other design elements. Creating high quality advertisements is the perfect way to proactively engage with your target audience. 

This project will include intermediate to advanced level skills using the free version of Canva.

Note: This course works best for learners who are based in the North America region. We’re currently working on providing the same experience in other regions.",INTERMEDIATE,2 hours,Marketing,VerifiedCert,,https://www.coursera.org/learn/advertise-grow-business-facebook-canva
AWm8bdGwEe6EexKZmslsWw,Leveraging Generative AI for Social Impact Organizations,"Leveraging Generative AI for Social Impact Organizations focuses on the issue of resource scarcity commonly faced by social impact organizations and how generative AI tools can help free up limited staff capacity from routine administrative tasks. Social impact organizations often find themselves overwhelmed by repeatedly responding to common inquiries, data management and documentation needs, and other basic functions that limit their ability to fully devote time to core programming and service delivery. In this course, you’ll learn concrete examples of how AI could improve efficiency in areas like automatically answering frequently asked questions, converting information requests into readable reports, or drafting, designing, and distributing communications materials. Gain insight into key opportunities to leverage AI to expand your organization’s bandwidth for mission-critical activities. The course also explores the limitations and ethical considerations of relying on generative AI versus human judgment and nuanced interactions in social programming.",BEGINNER,4.5 hours,Leadership And Management,VerifiedCert,,https://www.coursera.org/learn/leveraging-generative-ai-for-social-impact-organizations
RFzin6ZHEe2vIArAL4DD4w,Building Relationships with Communication,Do you struggle to relate to others outside the scope of work? Do you need to learn to express compassion for your teammates and appreciate them as people? Learn these skills and more from the Building Relationships with Communication course!,BEGINNER,,Personal Development,"VerifiedCert, Specialization",,https://www.coursera.org/learn/buildingrelationshipswithcommunication
xLtbzUAyEe-9Ig7qA4dB5w,Seaborn: Visualizing Basics to Advanced Statistical Plots,"Data visualization is a powerful tool for exploring and communicating insights from data effectively. Seaborn, a Python visualization library built on top of Matplotlib, offers a wide range of features for creating attractive and informative statistical plots. This course provides a comprehensive overview of Seaborn, covering basic plotting techniques as well as advanced statistical visualizations. Participants will learn how to leverage Seaborn to visualize data distributions, relationships, and patterns, enabling them to convey complex information visually with confidence. 

Data visualization is a powerful tool for exploring and communicating insights from data effectively. Seaborn, a Python visualization library built on top of Matplotlib, offers a wide range of features for creating attractive and informative statistical plots. This course provides a comprehensive overview of Seaborn, covering basic plotting techniques as well as advanced statistical visualizations. Participants will learn how to leverage Seaborn to visualize data distributions, relationships, and patterns, enabling them to convey complex information visually with confidence. 

Participants should have a basic understanding of Python programming and fundamental data visualization concepts before enrolling in this course. Familiarity with Python's data manipulation libraries such as Pandas, and an introductory knowledge of Matplotlib, will be beneficial. This foundational knowledge will enable learners to quickly grasp Seaborn's functionalities and apply them effectively in their data visualization tasks.

By the end of this course, learners will be equipped to explain the critical role of data visualization in data analysis and interpretation. They will gain practical skills in creating basic plots using Seaborn to visualize data distributions and relationships. Additionally, learners will explore advanced statistical plots for deeper data analysis and develop the ability to customize and enhance Seaborn visualizations, ensuring their data stories are communicated clearly and impactfully.",BEGINNER,1 Hour,Data Analysis,VerifiedCert,,https://www.coursera.org/learn/seaborn-visualizing-basics-to-advanced-statistical-plots
nW1dUu13Eea2mxLTB28_VA,Strategic Innovation: Managing Innovation Initiatives,"You may have noticed that what is new often behaves differently than what has become accepted over time whether it is in a market, technology, or with people and firms. This course helps you develop a perspective on managing innovation. That is, you will build your capability to lead and design your organization in effectively implementing innovation initiatives and achieving their strategic intent. 

To do this, you will learn a set of frameworks, tools, and concepts that can help you address several important challenges in managing innovation. The first challenge is in regards to how to successfully implement innovation efforts within established firms and alongside established businesses. You then investigate the particulars of managing innovation when disruptive technologies are involved. Other topics include leadership of new product development teams, planning and evaluation of innovation initiatives, and management of innovation across organizational boundaries, as happens with alliances or virtual firms.

You will be able to:

-	Analyze innovations and their impact on organizations
-	Articulate a research-informed perspective on innovation
-	Utilize frameworks, tools, and concepts to address challenges that arise in innovation

This course is part of Gies College of Business’ suite of online programs, including the iMBA and iMSM. Learn more about admission into these programs and explore how your Coursera work can be leveraged if accepted into a degree program at https://degrees.giesbusiness.illinois.edu/idegrees/.",BEGINNER,"3-4 hours a week of study, including watching videos, doing the readings, and completing assessment",Marketing,"VerifiedCert, Specialization",,https://www.coursera.org/learn/strategic-innovation-innovation-at-the-frontier
Mut08D-0EfCO_gr_yN6pEQ,AI Video Avatars: Launch Your Automated Social Media Machine,"Welcome to the Future of Digital Communication: AI-Powered Talking Avatars, taught by Future Skills Academy!

Are you ready to unlock the full potential of cutting-edge technology and create lifelike, animated avatars that can speak and express themselves naturally? In this easy and fun course, you’ll learn how to harness the power of HeyGen, Eleven Labs, and ChatGPT to bring virtual avatars to life—no cameras, no video editing, just pure creativity

Why create an AI Avatar?

- Content Creation: AI avatars can be used to create engaging content for YouTube, social media, or blogs, offering a dynamic, visual representation that aligns with the creator’s personal style.
- Custom Client Videos: Make a unique video tailored to a client in seconds!
- Employee onboarding videos: Make a personalized welcome video at the click of a button.
- Tutorials: Create tutorials faster than ever without the hassle of filming!
- Enhance Visibility: An AI avatar can be used to build a consistent personal brand, especially for influencers, entrepreneurs, or professionals looking to expand their online presence. It can serve as a recognizable digital persona across social media platforms.
- Interactive Teaching Tools: Educators and trainers may use AI avatars to represent themselves in online learning environments. These avatars can teach lessons and engage students in a more dynamic way than traditional text-based learning.

Here’s What You’ll Discover:

- Step-by-step guidance on creating AI-driven animated avatars using HeyGen for visual creation, Eleven - - Labs for natural-sounding voice generation, and ChatGPT for generating the perfect script.
- How to customize avatars to match your unique style and voice.
- Time-saving techniques for producing high-quality content without the need for complicated video shoots.
- Ways to use your avatars effectively in marketing, education, content creation, and beyond.

Whether you’re a content creator, educator, marketer, or someone looking to boost your digital presence, this course will give you the tools to create dynamic, engaging avatars in minutes.

Why Take This Course?

- Effortless Creation: Skip the hassle of filming, editing, and re-shooting. With AI, your avatar is ready in no time.
- Customizable: Tailor avatars to fit your message and tone, making every communication more impactful.
- Beginner-Friendly: No prior experience required—this course is designed to be easy for anyone to follow.

Using HeyGen for avatar creation, Eleven Labs for lifelike voices, and ChatGPT for seamless scripting, you’ll be able to create professional-grade content faster than ever before.

Join us and discover how AI avatars can revolutionize the way you connect with your audience. Whether you want to stand out on social media, enhance your educational materials, or create more engaging marketing content, this course will help you get there faster and more efficiently.

Enroll Now and Start Your Avatar Adventure!
Your journey into the world of AI-powered communication starts here.

Instructor bio:
Future Skills Academy is a cutting-edge online school that specializes in teaching creative disciplines, filmmaking, music, and AI tools.

The team at Future Skills Academy have taught at fortune 500 companies including PepsiCo, McKinsey & Company, Volkswagen, and more! As well as custom corporate trainings for Samsung. We believe that creativity, and adaptability are the keys to a successful future and our courses help equip students with the skills they need to succeed in a continuously evolving world.

Our seasoned instructors bring real-world experience to the virtual classroom and our interactive lessons help students reinforce their learning with hands-on activities.

No matter your background, from beginners to experts, hobbyists to professionals, Future Skills is here to bring in the future of creativity, productivity, and learning!",Not Specified,,Design And Product,"VerifiedCert, Specialization",,https://www.coursera.org/learn/ai-video-avatars-launch-your-automated-social-media-machine
Q-t361-8Ee-vHBLsSjPJnw,Systems and Application Security,"Course 7 -  Systems and Application Security

This is the seventh course under the specialization SSCP.

This course discusses two major changes in recent years to how we use our data: going mobile and using the cloud. First, we use our data on the go by means of data services provided to our mobile phones, Wi-Fi, and other devices. Second, so many of the enhanced functions we take for granted in our daily personal and professional lives are made possible by cloud services, where our data is stored or processed.  

Course 7 Learning Objectives

After completing this course, the participant will be able to:  

- Classify different types of malware.  
- Determine how to implement malware countermeasures.  
- Identify various types of malicious activities.   
- Develop strategies for mitigating malicious activities.   
- Describe various social engineering methods used by attackers.   
- Explain the role of behavior analytics technologies in detecting and mitigating threats.   
- Explain the role and functionality of host-based intrusion prevention system (HIPS), host-based intrusion detection system (HIDS), and host-based firewalls.   
- Evaluate the benefits of application whitelisting in endpoint device security.   
- Explain the concept of endpoint encryption and its role in endpoint security.   
- Describe the role and functionality of Trusted Platform Module (TPM) technology in providing hardware-based security features.   
- Identify the steps in implementing secure browsing practices using digital certificates and secure communication protocols.   
- Explain the concept of endpoint detection and response (EDR) and its role in providing real-time monitoring, detection, investigation, and response capabilities to identify and mitigate advanced threats and security incidents on endpoint devices.   
- Identify provisioning techniques for mobile devices.   
- Explain the concept of containerization and how it contributes to effective mobile device management.   
- Explain how encryption contributes to effective mobile device management.   
- Describe the process of Mobile Application Management (MAM) to effectively manage the life cycle of mobile applications.   
- Distinguish among public, private, hybrid, and community deployment models in cloud security.   
- Distinguish among various service models and their impact on cloud security practices.   
- Describe virtualization technologies and their role in maintaining cloud security.   
- Identify legal and regulatory concerns related to cloud security.   
- Determine strategies to implement data storage, processing, and transmission while maintaining cloud security.   
- Explain the requirements and considerations associated with third-party services and outsourcing in cloud storage.   
- Explain the concept of the shared responsibility model in cloud storage.   
- Identify steps to manage and secure hypervisor environments.   
- Explain how to deploy, configure, and maintain virtual appliances within virtualized environments.   
- Determine the process for managing containerized environments.   
- Describe the best practices of storage management in virtualized environments.   
- Develop strategies for ensuring business continuity and resilience in virtualized environments.   
- Analyze potential threats and attacks targeting virtual environments. 

Who Should Take This Course: Beginners
Experience Required: No prior experience required",BEGINNER,,Security,"VerifiedCert, Specialization",,https://www.coursera.org/learn/systems-and-application-security
A64LsptnEfCBoRIq_GN5bw,Unity Editor Scripting: Design & Customize Tools,"By the end of this course, learners will be able to design custom inspectors, implement property and decorator drawers, integrate palettes, apply editor events, and distribute professional Unity editor tools. Through hands-on projects, they will extend Unity’s editor environment to streamline workflows, manage assets more efficiently, and build reusable tools for collaborative development.

This course is designed to guide beginners through advanced editor scripting, starting with foundational concepts such as Gizmos, grid snapping, and test levels, before moving into custom inspectors, property drawers, GUI skins, and editor modes. Intermediate modules cover reusable level settings, DLL creation, and texture importers, while advanced modules focus on building object modifier tools, integrating version control, and packaging tools for distribution.

What makes this course unique is its practical, project-based approach: every concept is applied to real Unity editor scenarios, ensuring learners not only understand scripting principles but also produce tools that can be directly used in their projects. By completing this course, students will transform the Unity editor into a customized environment tailored to their creative and production needs.",Not Specified,,Design And Product,VerifiedCert,,https://www.coursera.org/learn/unity-editor-scripting-design-customize-tools
o9QMn3UkEe-Quwr_1ABTmQ,COBIT 2019 Foundation ,"Updated in May 2025.
 
This course now features Coursera Coach!
 
A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.

The COBIT 2019 Foundation course is designed to equip IT professionals with the knowledge and skills needed to implement effective governance practices. Beginning with an overview of COBIT 2019 and its role in aligning IT with business strategy, the course dives into key principles and the updated features of this globally recognized framework. Participants will gain a deep understanding of how enterprise governance of IT (EGIT) can drive business value and support strategic objectives.

As you progress, the course delves into the core components of COBIT 2019, including governance and management objectives, design factors, and the Goals Cascade. Each section is carefully structured to build your competency in applying the framework to real-world scenarios, emphasizing the importance of tailored governance systems. You will explore how to assess performance and maturity levels within your organization, using COBIT’s systematic approach to optimize processes and improve outcomes.

The final modules guide you through the practical steps of implementing COBIT 2019, supported by ISACA's official Implementation Guide. This course not only prepares you for the COBIT 2019 Foundation exam but also provides the tools and insights needed for effective IT governance in any organization. You will emerge with a robust understanding of how to lead governance initiatives and contribute to your organization's strategic success.

This course is ideal for IT professionals, managers, auditors, and consultants involved in IT governance and management. A basic understanding of IT governance concepts is recommended but not mandatory.",INTERMEDIATE,,Support And Operations,VerifiedCert,,https://www.coursera.org/learn/packt-cobit-2019-foundation-vjb8a
Axwi2MCtEeedJRJjt8USWA,Influencer Marketing Strategy,"Influencer marketing is the practice of engaging internal and industry experts with active networks to help achieve measurable business goals. 

This course is about strategy. Although there is no all-purpose, one-size-fits-all influencer marketing strategy template, you will learn how to tailor one for a wide variety of B2B, B2C, and nonprofit organizations using the two-step flow model of communication.
 
But this course is also about tactics. I believe, “Strategy without tactics is the slowest route to victory. Tactics without strategy is the noise before defeat.” So, you will learn both in this 6-week long course.

Your final project for this course is to create a pitch deck for a social media influencer strategy. The purpose of your final project is to give you a concrete artifact that you can use to demonstrate your mastery of new competencies and skills to either the executives in your current organization or to prospective employers.",INTERMEDIATE,,Marketing,VerifiedCert,,https://www.coursera.org/learn/influencer-marketing-strategy
IjAlbH3IEeWb-BLhFdaGww,Introduction to Power Electronics,"This course can also be taken for academic credit as ECEA 5700, part of CU Boulder’s Master of Science in Electrical Engineering degree.

This course introduces the basic concepts of switched-mode converter circuits for controlling and converting electrical power with high efficiency. Principles of converter circuit analysis are introduced, and are developed for finding the steady state voltages, current, and efficiency of power converters. Assignments include simulation of a dc-dc converter, analysis of an inverting dc-dc converter, and modeling and efficiency analysis of an electric vehicle system and of a USB power regulator.

After completing this course, you will:
● Understand what a switched-mode converter is and its basic operating principles
● Be able to solve for the steady-state voltages and currents of step-down, step-up, inverting, and other power converters
● Know how to derive an averaged equivalent circuit model and solve for the converter efficiency

A basic understanding of electrical circuit analysis is an assumed prerequisite for this course.",INTERMEDIATE,"3 weeks of study, 1-3 hours/week",Electrical Engineering,"VerifiedCert, Specialization",,https://www.coursera.org/learn/power-electronics
MiekUzmPEe-9Ig7qA4dB5w,Advanced Automation Frameworks and Testing with TestNG,"This course begins with an introduction to automation frameworks, focusing on the Page Object Model (POM) to enhance code reusability and maintainability. You will learn to create object repositories, page classes, and use Page Factory for efficient web element initialization. The course covers practical tips for finding all links on a webpage, providing a solid foundation in automation frameworks. 

Next, delve into Log4j2, from default configurations to advanced custom loggers, writing configuration files for console and file logging, and integrating Log4j2 into test cases to improve logging infrastructure. 

Transitioning to TestNG, the course covers setup, annotations, method prioritization, grouping, parameterization, parallel test execution, DataProviders, ITestResult, and listeners for customized test behavior. Practical exercises reinforce these concepts, preparing you for real-world application. 

Designed for software testers, automation engineers, and QA professionals with basic Selenium WebDriver and Java knowledge, this course deepens your understanding of advanced automation frameworks and TestNG. Implement POM and Page Factory, configure and use Log4j2, set up and leverage TestNG, utilize its advanced features, create and manage advanced reports, and execute data-driven tests and handle file uploads using Selenium WebDriver.",INTERMEDIATE,,Software Development,"VerifiedCert, Specialization",,https://www.coursera.org/learn/packt-advanced-automation-frameworks-and-testing-with-testng-tgoar
_1ia6FDJEe-mywr_6bZvLw,Prospecting and Selling Insurance,"Prospecting and Selling Insurance focuses on effective strategies to sell insurance, from identifying potential customers to building long-lasting client relationships.

Throughout this course, you'll master various methods to find and generate leads, including prospecting and lead generation techniques. You'll explore how successful salespeople identify and connect with potential clients, and learn practical skills through hands-on lessons and activities.

The course will also delve into the sales process, where you'll gain expertise in consultation strategies, assessing customer needs,  presenting tailored insurance solutions, overcoming objections, and closing sales. By mastering these techniques, you’ll confidently guide customers towards the best insurance options available.

Finally, you'll focus on client retention and growth strategies. You'll discover how to keep clients satisfied, identify opportunities for upselling, and generate referrals. Through interactive lessons and real-world examples, you'll learn to apply these techniques to retain clients and expand your business.",BEGINNER,"4 weeks of study, 3-4 hours/week",Finance,"VerifiedCert, Specialization",,https://www.coursera.org/learn/prospecting-and-selling-insurance
Z-yCHkNJEe2mHw6_tHpU9Q,Professional Selling: Step 2 - Prepare Like a High-Performer,"Foundational Skills and Knowledge Required of High Performing Salespeople. This course takes the mystery out of prospecting and establishing needs. Learners will gain a clear understanding of the prospecting process and the fundamental skills required to build lasting, long-term, trusting relationships with customers. Participants in Course Two will gain skills in understanding their product's value, identifying good prospects, maximizing the sales funnel, improving conversion ratios, creating a strategic prospecting plan, understanding the WIFM, creating an effective elevator speech, overcoming call reluctance, and so much more.",BEGINNER,,Marketing,"VerifiedCert, Specialization",,https://www.coursera.org/learn/professional-selling-step-2
kPyEQn3GEfC2OhKwGgKtJw,"Master Unity GUI: Design, Animate & Script Menus","By the end of this course, learners will be able to design, animate, and script interactive user interfaces in Unity. They will gain the skills to create responsive panels, apply Rect Transforms and anchors, integrate scripts with UI elements, and build fully functional main menus with animations and high score systems.

This course is designed for aspiring game developers who want to transform static scenes into dynamic, user-friendly experiences. Through hands-on lessons, learners will not only apply Unity GUI fundamentals but also evaluate design choices that enhance usability and player engagement.

What makes this course unique is its step-by-step, project-based approach, starting from simple panels and advancing to a complete interactive menu system. Learners will benefit from practical scripting exercises, UI animation techniques, and real-world game development workflows, ensuring they can confidently implement professional-quality menus in their own projects.

Whether you are new to Unity or looking to strengthen your UI skills, this course provides a comprehensive foundation in GUI design, animation, and scripting—essential for creating polished and engaging games.",Not Specified,,Design And Product,"VerifiedCert, Specialization",,https://www.coursera.org/learn/master-unity-gui-design-animate-script-menus
YpWmR28LEeulIxJCZb_vVQ,Leadership and Disruption,"This course is fully focused on developing your new leadership skills. It was developed with the best models and based on best practices in the corporate world. Its content is current and practical, and updated with the latest in remote leadership, especially after the radical and disruptive changes that the world has had since the global pandemic.
As an interactive participant in this course, you’ll learn how to make effectively integrate the 3 elements of successful leadership, the LAB model: Learn, Apply and Benefit. 
Going beyond other courses on leadership, you will benefit from each piece of knowledge: that is why we call each “module” a LAB experience! During the 12 LABs, which are distributed over four weeks, you will explore topics such as: Great reset and your new roles as a leader, engagement and master communication, feedback, life long learning, disruptive business, storytelling innovation and digital transformation. 
This course is about understanding and developing your leadership style, balance your personal and professional life and propose practical tools to influence remote team members, stakeholders and disrupt your way of making business. Learn how you can enhance your ability to anticipate and craft the future, how to apply storytelling principles to engage others, and how to effectively navigate the challenges of significant organizational disruptions. 
You are invited to start a new journey on your career, leaning applying and benefit from new, critical and disruptive competencies, a must for the next years to come!",BEGINNER,13 hours,Leadership And Management,"VerifiedCert, Specialization",,https://www.coursera.org/learn/leadership-and-disruption
4jYk0e-qEeutkA6RBhqgvQ,Build ATM User Interface using Routing in Angular,"In this beginner level project, you will implement and build ATM user interface using routing, understand Parent and Child Routing and understand WildCard Routes in Angular which will be helpful in applying routing and navigating pages in modern web layouts. The pre-requisite for this guided project is have background in HTML,CSS, JavaScript/TypeScript and basics on building blocks of Angular Applications.",BEGINNER,2 hours,Mobile And Web Development,VerifiedCert,,https://www.coursera.org/learn/build-atm-user-interface-routing-angular
